pick_id,logged_date,match_date,league_code,league_name,home_team,away_team,sport,metric,scope,team,direction,line,confidence,label,status,actual_value,result,settled_date
football|Lyon|Rennes|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,F1,Ligue 1,Lyon,Rennes,football,first_half_goals,match,,Over,0.5,0.978,Lyon v Rennes - Over 0.5 1st-Half Goals,pending,,,
football|St Mirren|Dundee United|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,St Mirren,Dundee United,football,corners,home,St Mirren,Over,2.5,0.976,St Mirren - Over 2.5 Corners,pending,,,
football|Sheffield Weds|Stockport|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Sheffield Weds,Stockport,football,corners,away,Stockport,Over,2.5,0.975,Stockport - Over 2.5 Corners,pending,,,
football|Walsall|Port Vale|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E3,League Two,Walsall,Port Vale,football,corners,home,Walsall,Over,2.5,0.975,Walsall - Over 2.5 Corners,pending,,,
football|Stoke|Sheffield United|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E1,Championship,Stoke,Sheffield United,football,corners,home,Stoke,Over,2.5,0.974,Stoke - Over 2.5 Corners,pending,,,
football|Accrington|Newport County|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Accrington,Newport County,football,second_half_goals,match,,Over,0.5,0.971,Accrington v Newport County - Over 0.5 2nd-Half Goals,pending,,,
football|Luton|Bradford|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Luton,Bradford,football,corners,home,Luton,Over,2.5,0.97,Luton - Over 2.5 Corners,pending,,,
football|Birmingham|Middlesbrough|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E1,Championship,Birmingham,Middlesbrough,football,corners,home,Birmingham,Over,2.5,0.969,Birmingham - Over 2.5 Corners,pending,,,
football|Gillingham|Bristol Rvs|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E3,League Two,Gillingham,Bristol Rvs,football,cards,home,Gillingham,Over,0.5,0.969,Gillingham - Over 0.5 Cards,pending,,,
football|M'gladbach|Mainz|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,D1,Bundesliga,M'gladbach,Mainz,football,cards,home,M'gladbach,Over,0.5,0.969,M'gladbach - Over 0.5 Cards,pending,,,
football|Blackpool|Plymouth|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,corners,home,Blackpool,Over,2.5,0.967,Blackpool - Over 2.5 Corners,pending,,,
football|Brighton|Arsenal|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,E0,Premier League,Brighton,Arsenal,football,cards,match,,Over,2.5,0.966,Brighton v Arsenal - Over 2.5 Cards,pending,,,
football|Roma|Inter|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,I1,Serie A,Roma,Inter,football,corners,home,Roma,Over,2.5,0.965,Roma - Over 2.5 Corners,pending,,,
football|Everton|Ipswich|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E0,Premier League,Everton,Ipswich,football,goals,home,Everton,Over,0.5,0.964,Everton - Over 0.5 Goals,pending,,,
football|Luton|Bradford|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,E2,League One,Luton,Bradford,football,cards,match,,Over,2.5,0.964,Luton v Bradford - Over 2.5 Cards,pending,,,
football|Oxford|Cambridge|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Oxford,Cambridge,football,corners,away,Cambridge,Over,2.5,0.963,Cambridge - Over 2.5 Corners,pending,,,
football|Toulouse|Le Havre|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,F1,Ligue 1,Toulouse,Le Havre,football,corners,home,Toulouse,Over,2.5,0.963,Toulouse - Over 2.5 Corners,pending,,,
football|Barnsley|Leicester|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E2,League One,Barnsley,Leicester,football,corners,match,,Over,8.5,0.962,Barnsley v Leicester - Over 8.5 Corners,pending,,,
football|Kilmarnock|Hearts|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,first_half_goals,match,,Over,0.5,0.961,Kilmarnock v Hearts - Over 0.5 1st-Half Goals,pending,,,
football|Osasuna|Vallecano|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,SP1,La Liga,Osasuna,Vallecano,football,corners,home,Osasuna,Over,2.5,0.961,Osasuna - Over 2.5 Corners,pending,,,
football|Millwall|West Ham|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E1,Championship,Millwall,West Ham,football,corners,away,West Ham,Over,2.5,0.959,West Ham - Over 2.5 Corners,pending,,,
football|QPR|Preston|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E1,Championship,QPR,Preston,football,corners,home,QPR,Over,2.5,0.959,QPR - Over 2.5 Corners,pending,,,
football|Kilmarnock|Hearts|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,cards,match,,Over,2.5,0.959,Kilmarnock v Hearts - Over 2.5 Cards,pending,,,
football|Newcastle|Hull|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E0,Premier League,Newcastle,Hull,football,corners,home,Newcastle,Over,2.5,0.958,Newcastle - Over 2.5 Corners,pending,,,
football|Stoke|Sheffield United|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E1,Championship,Stoke,Sheffield United,football,first_half_goals,match,,Over,0.5,0.958,Stoke v Sheffield United - Over 0.5 1st-Half Goals,pending,,,
football|Wigan|Wycombe|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,first_half_goals,match,,Over,0.5,0.958,Wigan v Wycombe - Over 0.5 1st-Half Goals,pending,,,
football|Accrington|Newport County|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E3,League Two,Accrington,Newport County,football,cards,home,Accrington,Over,0.5,0.958,Accrington - Over 0.5 Cards,pending,,,
football|Grimsby|Crawley Town|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E3,League Two,Grimsby,Crawley Town,football,cards,away,Crawley Town,Over,0.5,0.958,Crawley Town - Over 0.5 Cards,pending,,,
football|Blackpool|Plymouth|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,corners,away,Plymouth,Over,2.5,0.957,Plymouth - Over 2.5 Corners,pending,,,
football|Lyon|Rennes|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,F1,Ligue 1,Lyon,Rennes,football,goals,match,,Over,1.5,0.956,Lyon v Rennes - Over 1.5 Goals,pending,,,
football|Tottenham|Aston Villa|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E0,Premier League,Tottenham,Aston Villa,football,corners,home,Tottenham,Over,2.5,0.952,Tottenham - Over 2.5 Corners,pending,,,
football|Werder Bremen|Augsburg|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Werder Bremen,Augsburg,football,second_half_goals,match,,Over,0.5,0.95,Werder Bremen v Augsburg - Over 0.5 2nd-Half Goals,pending,,,
football|Barnsley|Leicester|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,E2,League One,Barnsley,Leicester,football,goals,away,Leicester,Over,0.5,0.949,Leicester - Over 0.5 Goals,pending,,,
football|Leyton Orient|Stevenage|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Leyton Orient,Stevenage,football,second_half_goals,match,,Over,0.5,0.949,Leyton Orient v Stevenage - Over 0.5 2nd-Half Goals,pending,,,
football|Wigan|Wycombe|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,corners,home,Wigan,Over,2.5,0.948,Wigan - Over 2.5 Corners,pending,,,
football|Hibernian|Aberdeen|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Hibernian,Aberdeen,football,cards,away,Aberdeen,Over,0.5,0.948,Aberdeen - Over 0.5 Cards,pending,,,
football|Hamburg|FC Koln|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,D1,Bundesliga,Hamburg,FC Koln,football,cards,away,FC Koln,Over,0.5,0.948,FC Koln - Over 0.5 Cards,pending,,,
football|Ath Bilbao|Alaves|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,SP1,La Liga,Ath Bilbao,Alaves,football,cards,away,Alaves,Over,0.5,0.947,Alaves - Over 0.5 Cards,pending,,,
football|Luton|Bradford|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E2,League One,Luton,Bradford,football,cards,home,Luton,Over,0.5,0.946,Luton - Over 0.5 Cards,pending,,,
football|Burnley|Derby|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E1,Championship,Burnley,Derby,football,second_half_goals,match,,Over,0.5,0.944,Burnley v Derby - Over 0.5 2nd-Half Goals,pending,,,
football|Wrexham|Southampton|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E1,Championship,Wrexham,Southampton,football,corners,away,Southampton,Over,2.5,0.944,Southampton - Over 2.5 Corners,pending,,,
football|Werder Bremen|Augsburg|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,D1,Bundesliga,Werder Bremen,Augsburg,football,corners,home,Werder Bremen,Over,2.5,0.943,Werder Bremen - Over 2.5 Corners,pending,,,
football|Peterboro|Doncaster|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Peterboro,Doncaster,football,corners,away,Doncaster,Over,2.5,0.942,Doncaster - Over 2.5 Corners,pending,,,
football|M'gladbach|Mainz|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,D1,Bundesliga,M'gladbach,Mainz,football,goals,away,Mainz,Over,0.5,0.942,Mainz - Over 0.5 Goals,pending,,,
football|Birmingham|Middlesbrough|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E1,Championship,Birmingham,Middlesbrough,football,first_half_goals,match,,Over,0.5,0.941,Birmingham v Middlesbrough - Over 0.5 1st-Half Goals,pending,,,
football|Leyton Orient|Stevenage|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,E2,League One,Leyton Orient,Stevenage,football,goals,away,Stevenage,Over,0.5,0.941,Stevenage - Over 0.5 Goals,pending,,,
football|Wigan|Wycombe|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,corners,away,Wycombe,Over,2.5,0.941,Wycombe - Over 2.5 Corners,pending,,,
football|Sevilla|Barcelona|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,SP1,La Liga,Sevilla,Barcelona,football,first_half_goals,match,,Over,0.5,0.941,Sevilla v Barcelona - Over 0.5 1st-Half Goals,pending,,,
football|Kilmarnock|Hearts|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,goals,away,Hearts,Over,0.5,0.94,Hearts - Over 0.5 Goals,pending,,,
football|Millwall|West Ham|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E1,Championship,Millwall,West Ham,football,cards,away,West Ham,Over,0.5,0.939,West Ham - Over 0.5 Cards,pending,,,
football|Bromley|Huddersfield|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Bromley,Huddersfield,football,second_half_goals,match,,Over,0.5,0.939,Bromley v Huddersfield - Over 0.5 2nd-Half Goals,pending,,,
football|Burnley|Derby|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E1,Championship,Burnley,Derby,football,corners,home,Burnley,Over,2.5,0.938,Burnley - Over 2.5 Corners,pending,,,
football|Wigan|Wycombe|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,goals,match,,Over,1.5,0.937,Wigan v Wycombe - Over 1.5 Goals,pending,,,
football|Accrington|Newport County|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E3,League Two,Accrington,Newport County,football,goals,home,Accrington,Over,0.5,0.937,Accrington - Over 0.5 Goals,pending,,,
football|Crewe|Shrewsbury|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E3,League Two,Crewe,Shrewsbury,football,cards,away,Shrewsbury,Over,0.5,0.937,Shrewsbury - Over 0.5 Cards,pending,,,
football|M'gladbach|Mainz|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,M'gladbach,Mainz,football,cards,match,,Over,2.5,0.937,M'gladbach v Mainz - Over 2.5 Cards,pending,,,
football|Ath Bilbao|Alaves|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,SP1,La Liga,Ath Bilbao,Alaves,football,cards,home,Ath Bilbao,Over,0.5,0.935,Ath Bilbao - Over 0.5 Cards,pending,,,
football|Everton|Ipswich|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,E0,Premier League,Everton,Ipswich,football,goals,away,Ipswich,Over,0.5,0.934,Ipswich - Over 0.5 Goals,pending,,,
football|Newcastle|Hull|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E0,Premier League,Newcastle,Hull,football,first_half_goals,match,,Over,0.5,0.934,Newcastle v Hull - Over 0.5 1st-Half Goals,pending,,,
football|Barnsley|Leicester|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Barnsley,Leicester,football,corners,away,Leicester,Over,2.5,0.934,Leicester - Over 2.5 Corners,pending,,,
football|Reading|Notts County|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Reading,Notts County,football,first_half_goals,match,,Over,0.5,0.933,Reading v Notts County - Over 0.5 1st-Half Goals,pending,,,
football|Wigan|Wycombe|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,goals,away,Wycombe,Over,0.5,0.931,Wycombe - Over 0.5 Goals,pending,,,
football|Sevilla|Barcelona|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,SP1,La Liga,Sevilla,Barcelona,football,goals,away,Barcelona,Over,0.5,0.931,Barcelona - Over 0.5 Goals,pending,,,
football|Barnsley|Leicester|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E2,League One,Barnsley,Leicester,football,goals,match,,Over,1.5,0.93,Barnsley v Leicester - Over 1.5 Goals,pending,,,
football|Gillingham|Bristol Rvs|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E3,League Two,Gillingham,Bristol Rvs,football,corners,away,Bristol Rvs,Over,2.5,0.93,Bristol Rvs - Over 2.5 Corners,pending,,,
football|Kilmarnock|Hearts|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,corners,away,Hearts,Over,2.5,0.93,Hearts - Over 2.5 Corners,pending,,,
football|Luton|Bradford|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E2,League One,Luton,Bradford,football,corners,away,Bradford,Over,2.5,0.928,Bradford - Over 2.5 Corners,pending,,,
football|Peterboro|Doncaster|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E2,League One,Peterboro,Doncaster,football,cards,away,Doncaster,Over,0.5,0.928,Doncaster - Over 0.5 Cards,pending,,,
football|Oxford|Cambridge|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E2,League One,Oxford,Cambridge,football,goals,home,Oxford,Over,0.5,0.927,Oxford - Over 0.5 Goals,pending,,,
football|Reading|Notts County|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Reading,Notts County,football,corners,home,Reading,Over,2.5,0.927,Reading - Over 2.5 Corners,pending,,,
football|Bologna|Torino|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,I1,Serie A,Bologna,Torino,football,corners,home,Bologna,Over,2.5,0.927,Bologna - Over 2.5 Corners,pending,,,
football|Northampton|Rotherham|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E3,League Two,Northampton,Rotherham,football,corners,home,Northampton,Over,2.5,0.926,Northampton - Over 2.5 Corners,pending,,,
football|Northampton|Rotherham|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E3,League Two,Northampton,Rotherham,football,cards,home,Northampton,Over,0.5,0.926,Northampton - Over 0.5 Cards,pending,,,
football|Ein Frankfurt|Freiburg|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,D1,Bundesliga,Ein Frankfurt,Freiburg,football,corners,home,Ein Frankfurt,Over,2.5,0.926,Ein Frankfurt - Over 2.5 Corners,pending,,,
football|Cardiff|Charlton|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E1,Championship,Cardiff,Charlton,football,corners,match,,Over,8.5,0.925,Cardiff v Charlton - Over 8.5 Corners,pending,,,
football|Reading|Notts County|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E2,League One,Reading,Notts County,football,goals,home,Reading,Over,0.5,0.925,Reading - Over 0.5 Goals,pending,,,
football|Barnet|Fleetwood Town|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E3,League Two,Barnet,Fleetwood Town,football,goals,home,Barnet,Over,0.5,0.923,Barnet - Over 0.5 Goals,pending,,,
football|Wrexham|Southampton|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E1,Championship,Wrexham,Southampton,football,cards,home,Wrexham,Over,0.5,0.922,Wrexham - Over 0.5 Cards,pending,,,
football|Ath Bilbao|Alaves|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,SP1,La Liga,Ath Bilbao,Alaves,football,cards,match,,Over,2.5,0.922,Ath Bilbao v Alaves - Over 2.5 Cards,pending,,,
football|Sheffield Weds|Stockport|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Sheffield Weds,Stockport,football,corners,home,Sheffield Weds,Over,2.5,0.92,Sheffield Weds - Over 2.5 Corners,pending,,,
football|Lyon|Rennes|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,F1,Ligue 1,Lyon,Rennes,football,goals,away,Rennes,Over,0.5,0.92,Rennes - Over 0.5 Goals,pending,,,
football|M'gladbach|Mainz|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,D1,Bundesliga,M'gladbach,Mainz,football,cards,away,Mainz,Over,0.5,0.919,Mainz - Over 0.5 Cards,pending,,,
football|Osasuna|Vallecano|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,SP1,La Liga,Osasuna,Vallecano,football,cards,away,Vallecano,Over,0.5,0.918,Vallecano - Over 0.5 Cards,pending,,,
football|Salford|Swindon|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E3,League Two,Salford,Swindon,football,cards,away,Swindon,Over,0.5,0.917,Swindon - Over 0.5 Cards,pending,,,
football|Blackpool|Plymouth|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,corners,match,,Over,8.5,0.916,Blackpool v Plymouth - Over 8.5 Corners,pending,,,
football|Peterboro|Doncaster|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Peterboro,Doncaster,football,corners,home,Peterboro,Over,2.5,0.915,Peterboro - Over 2.5 Corners,pending,,,
football|Ein Frankfurt|Freiburg|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,D1,Bundesliga,Ein Frankfurt,Freiburg,football,cards,home,Ein Frankfurt,Over,0.5,0.915,Ein Frankfurt - Over 0.5 Cards,pending,,,
football|Blackpool|Plymouth|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,first_half_goals,match,,Over,0.5,0.914,Blackpool v Plymouth - Over 0.5 1st-Half Goals,pending,,,
football|Sheffield Weds|Stockport|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Sheffield Weds,Stockport,football,second_half_goals,match,,Over,0.5,0.914,Sheffield Weds v Stockport - Over 0.5 2nd-Half Goals,pending,,,
football|Cardiff|Charlton|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E1,Championship,Cardiff,Charlton,football,goals,home,Cardiff,Over,0.5,0.913,Cardiff - Over 0.5 Goals,pending,,,
football|Blackpool|Plymouth|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,goals,match,,Over,1.5,0.913,Blackpool v Plymouth - Over 1.5 Goals,pending,,,
football|Peterboro|Doncaster|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Peterboro,Doncaster,football,second_half_goals,match,,Over,0.5,0.913,Peterboro v Doncaster - Over 0.5 2nd-Half Goals,pending,,,
football|Blackpool|Plymouth|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E2,League One,Blackpool,Plymouth,football,goals,home,Blackpool,Over,0.5,0.912,Blackpool - Over 0.5 Goals,pending,,,
football|Roma|Inter|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,I1,Serie A,Roma,Inter,football,cards,away,Inter,Over,0.5,0.912,Inter - Over 0.5 Cards,pending,,,
football|Millwall|West Ham|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E1,Championship,Millwall,West Ham,football,goals,home,Millwall,Over,0.5,0.909,Millwall - Over 0.5 Goals,pending,,,
football|Hamburg|FC Koln|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Hamburg,FC Koln,football,goals,match,,Over,1.5,0.909,Hamburg v FC Koln - Over 1.5 Goals,pending,,,
football|Newcastle|Hull|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E0,Premier League,Newcastle,Hull,football,goals,match,,Over,1.5,0.908,Newcastle v Hull - Over 1.5 Goals,pending,,,
football|Grimsby|Crawley Town|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Grimsby,Crawley Town,football,first_half_goals,match,,Over,0.5,0.908,Grimsby v Crawley Town - Over 0.5 1st-Half Goals,pending,,,
football|Paris FC|Strasbourg|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,F1,Ligue 1,Paris FC,Strasbourg,football,second_half_goals,match,,Over,0.5,0.908,Paris FC v Strasbourg - Over 0.5 2nd-Half Goals,pending,,,
football|Stoke|Sheffield United|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,E1,Championship,Stoke,Sheffield United,football,cards,match,,Over,2.5,0.907,Stoke v Sheffield United - Over 2.5 Cards,pending,,,
football|Grimsby|Crawley Town|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,E3,League Two,Grimsby,Crawley Town,football,cards,match,,Over,2.5,0.906,Grimsby v Crawley Town - Over 2.5 Cards,pending,,,
football|Werder Bremen|Augsburg|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,D1,Bundesliga,Werder Bremen,Augsburg,football,goals,away,Augsburg,Over,0.5,0.905,Augsburg - Over 0.5 Goals,pending,,,
football|Lyon|Rennes|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,F1,Ligue 1,Lyon,Rennes,football,goals,home,Lyon,Over,0.5,0.905,Lyon - Over 0.5 Goals,pending,,,
football|Wigan|Wycombe|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Wigan,Wycombe,football,second_half_goals,match,,Over,0.5,0.904,Wigan v Wycombe - Over 0.5 2nd-Half Goals,pending,,,
football|Grimsby|Crawley Town|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E3,League Two,Grimsby,Crawley Town,football,goals,home,Grimsby,Over,0.5,0.904,Grimsby - Over 0.5 Goals,pending,,,
football|Salford|Swindon|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E3,League Two,Salford,Swindon,football,corners,match,,Over,8.5,0.904,Salford v Swindon - Over 8.5 Corners,pending,,,
football|Cardiff|Charlton|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E1,Championship,Cardiff,Charlton,football,cards,away,Charlton,Over,0.5,0.903,Charlton - Over 0.5 Cards,pending,,,
football|Burnley|Derby|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E1,Championship,Burnley,Derby,football,corners,away,Derby,Over,2.5,0.901,Derby - Over 2.5 Corners,pending,,,
football|Accrington|Newport County|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Accrington,Newport County,football,goals,match,,Over,1.5,0.901,Accrington v Newport County - Over 1.5 Goals,pending,,,
football|Hamburg|FC Koln|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Hamburg,FC Koln,football,second_half_goals,match,,Over,0.5,0.901,Hamburg v FC Koln - Over 0.5 2nd-Half Goals,pending,,,
football|Everton|Ipswich|19/09/2026|btts|match|Yes,2026-09-19,19/09/2026,E0,Premier League,Everton,Ipswich,football,btts,match,,Yes,,0.9,Everton v Ipswich - BTTS Yes,pending,,,
football|Bromley|Huddersfield|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,E2,League One,Bromley,Huddersfield,football,goals,away,Huddersfield,Over,0.5,0.9,Huddersfield - Over 0.5 Goals,pending,,,
football|Colchester|Cheltenham|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E3,League Two,Colchester,Cheltenham,football,cards,away,Cheltenham,Over,0.5,0.898,Cheltenham - Over 0.5 Cards,pending,,,
football|Leyton Orient|Stevenage|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E2,League One,Leyton Orient,Stevenage,football,cards,away,Stevenage,Over,0.5,0.897,Stevenage - Over 0.5 Cards,pending,,,
football|Kilmarnock|Hearts|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,goals,match,,Over,1.5,0.897,Kilmarnock v Hearts - Over 1.5 Goals,pending,,,
football|Portsmouth|Blackburn|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E1,Championship,Portsmouth,Blackburn,football,corners,match,,Over,8.5,0.895,Portsmouth v Blackburn - Over 8.5 Corners,pending,,,
football|Sheffield Weds|Stockport|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E2,League One,Sheffield Weds,Stockport,football,corners,match,,Over,8.5,0.895,Sheffield Weds v Stockport - Over 8.5 Corners,pending,,,
football|Colchester|Cheltenham|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E3,League Two,Colchester,Cheltenham,football,corners,home,Colchester,Over,2.5,0.895,Colchester - Over 2.5 Corners,pending,,,
football|Werder Bremen|Augsburg|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Werder Bremen,Augsburg,football,goals,match,,Over,1.5,0.895,Werder Bremen v Augsburg - Over 1.5 Goals,pending,,,
football|Grimsby|Crawley Town|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E3,League Two,Grimsby,Crawley Town,football,cards,home,Grimsby,Over,0.5,0.894,Grimsby - Over 0.5 Cards,pending,,,
football|Barnet|Fleetwood Town|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Barnet,Fleetwood Town,football,goals,match,,Over,1.5,0.893,Barnet v Fleetwood Town - Over 1.5 Goals,pending,,,
football|Stuttgart|Dortmund|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Stuttgart,Dortmund,football,corners,match,,Over,8.5,0.893,Stuttgart v Dortmund - Over 8.5 Corners,pending,,,
football|Paris FC|Strasbourg|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,F1,Ligue 1,Paris FC,Strasbourg,football,goals,home,Paris FC,Over,0.5,0.892,Paris FC - Over 0.5 Goals,pending,,,
football|Brighton|Arsenal|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E0,Premier League,Brighton,Arsenal,football,cards,away,Arsenal,Over,0.5,0.891,Arsenal - Over 0.5 Cards,pending,,,
football|Roma|Inter|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,I1,Serie A,Roma,Inter,football,goals,home,Roma,Over,0.5,0.891,Roma - Over 0.5 Goals,pending,,,
