pick_id,logged_date,match_date,league_code,league_name,home_team,away_team,sport,metric,scope,team,direction,line,confidence,label,status,actual_value,result,settled_date
football|Lincoln|Swansea|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E1,Championship,Lincoln,Swansea,football,corners,home,Lincoln,Over,2.5,0.89,Lincoln - Over 2.5 Corners,pending,,,
football|Leyton Orient|Stevenage|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E2,League One,Leyton Orient,Stevenage,football,goals,match,,Over,1.5,0.89,Leyton Orient v Stevenage - Over 1.5 Goals,pending,,,
football|Luton|Bradford|19/09/2026|corners|match|Over,2026-09-19,19/09/2026,E2,League One,Luton,Bradford,football,corners,match,,Over,8.5,0.89,Luton v Bradford - Over 8.5 Corners,pending,,,
football|Udinese|Cagliari|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,I1,Serie A,Udinese,Cagliari,football,corners,away,Cagliari,Over,2.5,0.89,Cagliari - Over 2.5 Corners,pending,,,
football|Everton|Ipswich|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E0,Premier League,Everton,Ipswich,football,cards,home,Everton,Over,0.5,0.889,Everton - Over 0.5 Cards,pending,,,
football|St Mirren|Dundee United|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,St Mirren,Dundee United,football,goals,match,,Over,1.5,0.889,St Mirren v Dundee United - Over 1.5 Goals,pending,,,
football|Kilmarnock|Hearts|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Kilmarnock,Hearts,football,cards,away,Hearts,Over,0.5,0.889,Hearts - Over 0.5 Cards,pending,,,
football|Millwall|West Ham|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E1,Championship,Millwall,West Ham,football,goals,match,,Over,1.5,0.888,Millwall v West Ham - Over 1.5 Goals,pending,,,
football|Reading|Notts County|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,E2,League One,Reading,Notts County,football,goals,match,,Over,1.5,0.887,Reading v Notts County - Over 1.5 Goals,pending,,,
football|Exeter|Tranmere|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E3,League Two,Exeter,Tranmere,football,corners,away,Tranmere,Over,2.5,0.887,Tranmere - Over 2.5 Corners,pending,,,
football|Salford|Swindon|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Salford,Swindon,football,second_half_goals,match,,Over,0.5,0.886,Salford v Swindon - Over 0.5 2nd-Half Goals,pending,,,
football|Stuttgart|Dortmund|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,D1,Bundesliga,Stuttgart,Dortmund,football,second_half_goals,match,,Over,0.5,0.886,Stuttgart v Dortmund - Over 0.5 2nd-Half Goals,pending,,,
football|Portsmouth|Blackburn|19/09/2026|cards|match|Over,2026-09-19,19/09/2026,E1,Championship,Portsmouth,Blackburn,football,cards,match,,Over,2.5,0.885,Portsmouth v Blackburn - Over 2.5 Cards,pending,,,
football|Burton|Mansfield|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E2,League One,Burton,Mansfield,football,goals,home,Burton,Over,0.5,0.885,Burton - Over 0.5 Goals,pending,,,
football|Oxford|Cambridge|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E2,League One,Oxford,Cambridge,football,second_half_goals,match,,Over,0.5,0.885,Oxford v Cambridge - Over 0.5 2nd-Half Goals,pending,,,
football|St Mirren|Dundee United|19/09/2026|first_half_goals|match|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,St Mirren,Dundee United,football,first_half_goals,match,,Over,0.5,0.883,St Mirren v Dundee United - Over 0.5 1st-Half Goals,pending,,,
football|Lincoln|Swansea|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,E1,Championship,Lincoln,Swansea,football,corners,away,Swansea,Over,2.5,0.882,Swansea - Over 2.5 Corners,pending,,,
football|Hamburg|FC Koln|19/09/2026|goals|away|Over,2026-09-19,19/09/2026,D1,Bundesliga,Hamburg,FC Koln,football,goals,away,FC Koln,Over,0.5,0.882,FC Koln - Over 0.5 Goals,pending,,,
football|Newcastle|Hull|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E0,Premier League,Newcastle,Hull,football,cards,home,Newcastle,Over,0.5,0.88,Newcastle - Over 0.5 Cards,pending,,,
football|Barnsley|Leicester|19/09/2026|cards|away|Over,2026-09-19,19/09/2026,E2,League One,Barnsley,Leicester,football,cards,away,Leicester,Over,0.5,0.88,Leicester - Over 0.5 Cards,pending,,,
football|Newcastle|Hull|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,E0,Premier League,Newcastle,Hull,football,goals,home,Newcastle,Over,0.5,0.879,Newcastle - Over 0.5 Goals,pending,,,
football|Dundee|Motherwell|19/09/2026|goals|home|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Dundee,Motherwell,football,goals,home,Dundee,Over,0.5,0.878,Dundee - Over 0.5 Goals,pending,,,
football|Sevilla|Barcelona|19/09/2026|goals|match|Over,2026-09-19,19/09/2026,SP1,La Liga,Sevilla,Barcelona,football,goals,match,,Over,1.5,0.874,Sevilla v Barcelona - Over 1.5 Goals,pending,,,
football|Birmingham|Middlesbrough|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,E1,Championship,Birmingham,Middlesbrough,football,cards,home,Birmingham,Over,0.5,0.872,Birmingham - Over 0.5 Cards,pending,,,
football|Barnet|Fleetwood Town|19/09/2026|second_half_goals|match|Over,2026-09-19,19/09/2026,E3,League Two,Barnet,Fleetwood Town,football,second_half_goals,match,,Over,0.5,0.872,Barnet v Fleetwood Town - Over 0.5 2nd-Half Goals,pending,,,
football|Hibernian|Aberdeen|19/09/2026|corners|away|Over,2026-09-19,19/09/2026,SC0,Scottish Premiership,Hibernian,Aberdeen,football,corners,away,Aberdeen,Over,2.5,0.871,Aberdeen - Over 2.5 Corners,pending,,,
football|Osasuna|Vallecano|19/09/2026|cards|home|Over,2026-09-19,19/09/2026,SP1,La Liga,Osasuna,Vallecano,football,cards,home,Osasuna,Over,0.5,0.871,Osasuna - Over 0.5 Cards,pending,,,
football|Oxford|Cambridge|19/09/2026|corners|home|Over,2026-09-19,19/09/2026,E2,League One,Oxford,Cambridge,football,corners,home,Oxford,Over,2.5,0.87,Oxford - Over 2.5 Corners,pending,,,
football|Sevilla|Barcelona|19/09/2026|team_win|away|Barcelona,2026-09-19,19/09/2026,SP1,La Liga,Sevilla,Barcelona,football,team_win,away,Barcelona,Barcelona,,0.768,Barcelona to win,pending,,,
football|Juventus|Atalanta|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,I1,Serie A,Juventus,Atalanta,football,corners,home,Juventus,Over,2.5,0.999,Juventus - Over 2.5 Corners,pending,,,
football|Bournemouth|Liverpool|20/09/2026|cards|home|Over,2026-09-20,20/09/2026,E0,Premier League,Bournemouth,Liverpool,football,cards,home,Bournemouth,Over,0.5,0.993,Bournemouth - Over 0.5 Cards,pending,,,
football|Celtic|Rangers|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,corners,home,Celtic,Over,2.5,0.985,Celtic - Over 2.5 Corners,pending,,,
football|Leverkusen|RB Leipzig|20/09/2026|goals|home|Over,2026-09-20,20/09/2026,D1,Bundesliga,Leverkusen,RB Leipzig,football,goals,home,Leverkusen,Over,0.5,0.983,Leverkusen - Over 0.5 Goals,pending,,,
football|Wolves|West Brom|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,E1,Championship,Wolves,West Brom,football,cards,away,West Brom,Over,0.5,0.982,West Brom - Over 0.5 Cards,pending,,,
football|Nice|Lille|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,F1,Ligue 1,Nice,Lille,football,corners,home,Nice,Over,2.5,0.981,Nice - Over 2.5 Corners,pending,,,
football|Ath Madrid|Real Madrid|20/09/2026|cards|home|Over,2026-09-20,20/09/2026,SP1,La Liga,Ath Madrid,Real Madrid,football,cards,home,Ath Madrid,Over,0.5,0.972,Ath Madrid - Over 0.5 Cards,pending,,,
football|Auxerre|Brest|20/09/2026|corners|away|Over,2026-09-20,20/09/2026,F1,Ligue 1,Auxerre,Brest,football,corners,away,Brest,Over,2.5,0.972,Brest - Over 2.5 Corners,pending,,,
football|Milan|Lecce|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,I1,Serie A,Milan,Lecce,football,cards,away,Lecce,Over,0.5,0.967,Lecce - Over 0.5 Cards,pending,,,
football|Leeds|Crystal Palace|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,E0,Premier League,Leeds,Crystal Palace,football,corners,home,Leeds,Over,2.5,0.966,Leeds - Over 2.5 Corners,pending,,,
football|Wolves|West Brom|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,E1,Championship,Wolves,West Brom,football,corners,home,Wolves,Over,2.5,0.966,Wolves - Over 2.5 Corners,pending,,,
football|Norwich|Bolton|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,cards,away,Bolton,Over,0.5,0.963,Bolton - Over 0.5 Cards,pending,,,
football|Juventus|Atalanta|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,I1,Serie A,Juventus,Atalanta,football,cards,away,Atalanta,Over,0.5,0.962,Atalanta - Over 0.5 Cards,pending,,,
football|Norwich|Bolton|20/09/2026|goals|home|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,goals,home,Norwich,Over,0.5,0.961,Norwich - Over 0.5 Goals,pending,,,
football|Celtic|Rangers|20/09/2026|cards|home|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,cards,home,Celtic,Over,0.5,0.961,Celtic - Over 0.5 Cards,pending,,,
football|Celtic|Rangers|20/09/2026|corners|away|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,corners,away,Rangers,Over,2.5,0.96,Rangers - Over 2.5 Corners,pending,,,
football|Bournemouth|Liverpool|20/09/2026|cards|match|Over,2026-09-20,20/09/2026,E0,Premier League,Bournemouth,Liverpool,football,cards,match,,Over,2.5,0.958,Bournemouth v Liverpool - Over 2.5 Cards,pending,,,
football|Villarreal|Levante|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,SP1,La Liga,Villarreal,Levante,football,corners,home,Villarreal,Over,2.5,0.957,Villarreal - Over 2.5 Corners,pending,,,
football|Leverkusen|RB Leipzig|20/09/2026|goals|match|Over,2026-09-20,20/09/2026,D1,Bundesliga,Leverkusen,RB Leipzig,football,goals,match,,Over,1.5,0.956,Leverkusen v RB Leipzig - Over 1.5 Goals,pending,,,
football|Leeds|Crystal Palace|20/09/2026|goals|home|Over,2026-09-20,20/09/2026,E0,Premier League,Leeds,Crystal Palace,football,goals,home,Leeds,Over,0.5,0.952,Leeds - Over 0.5 Goals,pending,,,
football|Auxerre|Brest|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,F1,Ligue 1,Auxerre,Brest,football,corners,home,Auxerre,Over,2.5,0.952,Auxerre - Over 2.5 Corners,pending,,,
football|Celtic|Rangers|20/09/2026|corners|match|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,corners,match,,Over,8.5,0.95,Celtic v Rangers - Over 8.5 Corners,pending,,,
football|Leeds|Crystal Palace|20/09/2026|first_half_goals|match|Over,2026-09-20,20/09/2026,E0,Premier League,Leeds,Crystal Palace,football,first_half_goals,match,,Over,0.5,0.948,Leeds v Crystal Palace - Over 0.5 1st-Half Goals,pending,,,
football|Valencia|Sociedad|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,SP1,La Liga,Valencia,Sociedad,football,cards,away,Sociedad,Over,0.5,0.946,Sociedad - Over 0.5 Cards,pending,,,
football|Leverkusen|RB Leipzig|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,D1,Bundesliga,Leverkusen,RB Leipzig,football,second_half_goals,match,,Over,0.5,0.943,Leverkusen v RB Leipzig - Over 0.5 2nd-Half Goals,pending,,,
football|Wolves|West Brom|20/09/2026|goals|home|Over,2026-09-20,20/09/2026,E1,Championship,Wolves,West Brom,football,goals,home,Wolves,Over,0.5,0.933,Wolves - Over 0.5 Goals,pending,,,
football|Norwich|Bolton|20/09/2026|cards|match|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,cards,match,,Over,2.5,0.93,Norwich v Bolton - Over 2.5 Cards,pending,,,
football|Man City|Sunderland|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,E0,Premier League,Man City,Sunderland,football,corners,home,Man City,Over,2.5,0.92,Man City - Over 2.5 Corners,pending,,,
football|Norwich|Bolton|20/09/2026|cards|home|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,cards,home,Norwich,Over,0.5,0.92,Norwich - Over 0.5 Cards,pending,,,
football|Norwich|Bolton|20/09/2026|goals|match|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,goals,match,,Over,1.5,0.919,Norwich v Bolton - Over 1.5 Goals,pending,,,
football|Auxerre|Brest|20/09/2026|corners|match|Over,2026-09-20,20/09/2026,F1,Ligue 1,Auxerre,Brest,football,corners,match,,Over,8.5,0.919,Auxerre v Brest - Over 8.5 Corners,pending,,,
football|Ath Madrid|Real Madrid|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,SP1,La Liga,Ath Madrid,Real Madrid,football,second_half_goals,match,,Over,0.5,0.918,Ath Madrid v Real Madrid - Over 0.5 2nd-Half Goals,pending,,,
football|Fiorentina|Napoli|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,I1,Serie A,Fiorentina,Napoli,football,second_half_goals,match,,Over,0.5,0.917,Fiorentina v Napoli - Over 0.5 2nd-Half Goals,pending,,,
football|Celtic|Rangers|20/09/2026|first_half_goals|match|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,first_half_goals,match,,Over,0.5,0.911,Celtic v Rangers - Over 0.5 1st-Half Goals,pending,,,
football|Ath Madrid|Real Madrid|20/09/2026|cards|match|Over,2026-09-20,20/09/2026,SP1,La Liga,Ath Madrid,Real Madrid,football,cards,match,,Over,2.5,0.908,Ath Madrid v Real Madrid - Over 2.5 Cards,pending,,,
football|Fiorentina|Napoli|20/09/2026|corners|away|Over,2026-09-20,20/09/2026,I1,Serie A,Fiorentina,Napoli,football,corners,away,Napoli,Over,2.5,0.906,Napoli - Over 2.5 Corners,pending,,,
football|Leeds|Crystal Palace|20/09/2026|goals|match|Over,2026-09-20,20/09/2026,E0,Premier League,Leeds,Crystal Palace,football,goals,match,,Over,1.5,0.901,Leeds v Crystal Palace - Over 1.5 Goals,pending,,,
football|Norwich|Bolton|20/09/2026|corners|away|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,corners,away,Bolton,Over,2.5,0.899,Bolton - Over 2.5 Corners,pending,,,
football|Bournemouth|Liverpool|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,E0,Premier League,Bournemouth,Liverpool,football,second_half_goals,match,,Over,0.5,0.898,Bournemouth v Liverpool - Over 0.5 2nd-Half Goals,pending,,,
football|Man City|Sunderland|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,E0,Premier League,Man City,Sunderland,football,cards,away,Sunderland,Over,0.5,0.894,Sunderland - Over 0.5 Cards,pending,,,
football|Wolves|West Brom|20/09/2026|goals|match|Over,2026-09-20,20/09/2026,E1,Championship,Wolves,West Brom,football,goals,match,,Over,1.5,0.894,Wolves v West Brom - Over 1.5 Goals,pending,,,
football|Marseille|Paris SG|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,F1,Ligue 1,Marseille,Paris SG,football,second_half_goals,match,,Over,0.5,0.891,Marseille v Paris SG - Over 0.5 2nd-Half Goals,pending,,,
football|Leverkusen|RB Leipzig|20/09/2026|first_half_goals|match|Over,2026-09-20,20/09/2026,D1,Bundesliga,Leverkusen,RB Leipzig,football,first_half_goals,match,,Over,0.5,0.887,Leverkusen v RB Leipzig - Over 0.5 1st-Half Goals,pending,,,
football|Norwich|Bolton|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,E1,Championship,Norwich,Bolton,football,corners,home,Norwich,Over,2.5,0.884,Norwich - Over 2.5 Corners,pending,,,
football|Celtic|Rangers|20/09/2026|cards|match|Over,2026-09-20,20/09/2026,SC0,Scottish Premiership,Celtic,Rangers,football,cards,match,,Over,2.5,0.883,Celtic v Rangers - Over 2.5 Cards,pending,,,
football|Juventus|Atalanta|20/09/2026|second_half_goals|match|Over,2026-09-20,20/09/2026,I1,Serie A,Juventus,Atalanta,football,second_half_goals,match,,Over,0.5,0.883,Juventus v Atalanta - Over 0.5 2nd-Half Goals,pending,,,
football|Fiorentina|Napoli|20/09/2026|corners|home|Over,2026-09-20,20/09/2026,I1,Serie A,Fiorentina,Napoli,football,corners,home,Fiorentina,Over,2.5,0.881,Fiorentina - Over 2.5 Corners,pending,,,
football|Valencia|Sociedad|20/09/2026|goals|away|Over,2026-09-20,20/09/2026,SP1,La Liga,Valencia,Sociedad,football,goals,away,Sociedad,Over,0.5,0.88,Sociedad - Over 0.5 Goals,pending,,,
football|Bournemouth|Liverpool|20/09/2026|goals|match|Over,2026-09-20,20/09/2026,E0,Premier League,Bournemouth,Liverpool,football,goals,match,,Over,1.5,0.877,Bournemouth v Liverpool - Over 1.5 Goals,pending,,,
football|Fulham|Man United|20/09/2026|cards|away|Over,2026-09-20,20/09/2026,E0,Premier League,Fulham,Man United,football,cards,away,Man United,Over,0.5,0.876,Man United - Over 0.5 Cards,pending,,,
football|Nice|Lille|20/09/2026|cards|home|Over,2026-09-20,20/09/2026,F1,Ligue 1,Nice,Lille,football,cards,home,Nice,Over,0.5,0.874,Nice - Over 0.5 Cards,pending,,,
football|Valencia|Sociedad|20/09/2026|cards|match|Over,2026-09-20,20/09/2026,SP1,La Liga,Valencia,Sociedad,football,cards,match,,Over,2.5,0.871,Valencia v Sociedad - Over 2.5 Cards,pending,,,
