Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,League,Season
E1,15/08/2026,15:00,Norwich,West Brom,1,2,A,0,0,D,T Robinson,20,9,7,4,8,2,0,2,0,0,E1,2627
E1,15/08/2026,15:00,Portsmouth,QPR,1,3,A,1,3,A,W Finnie,17,13,6,6,6,3,0,1,0,0,E1,2627
E1,15/08/2026,15:00,Stoke,Swansea,1,2,A,1,1,D,O Langford,6,7,2,3,4,5,1,3,0,0,E1,2627
E1,15/08/2026,17:30,Sheffield United,Birmingham,0,0,D,0,0,D,G Ward,3,10,1,2,2,8,0,0,0,0,E1,2627
E1,16/08/2026,13:30,Watford,Southampton,2,1,H,2,0,H,M Donohue,16,17,3,3,4,8,6,3,0,0,E1,2627
E1,16/08/2026,16:00,Burnley,West Ham,2,2,D,0,1,A,J Smith,18,11,6,2,5,6,1,4,0,0,E1,2627
E1,17/08/2026,20:00,Cardiff,Wrexham,1,1,D,0,1,A,A Kitchen,11,18,3,8,9,9,0,2,0,0,E1,2627
E1,22/08/2026,12:30,Birmingham,Bristol City,2,2,D,1,1,D,W Finnie,8,14,2,6,7,3,2,1,0,0,E1,2627
E1,22/08/2026,12:30,Lincoln,Portsmouth,1,3,A,1,2,A,T Harrington,15,13,4,7,8,3,3,1,0,0,E1,2627
E1,22/08/2026,12:30,Millwall,Norwich,3,0,H,1,0,H,S Allison,19,8,7,2,8,3,1,3,0,1,E1,2627
E1,22/08/2026,15:00,Blackburn,Middlesbrough,2,1,H,0,1,A,T Reeves,6,22,5,3,2,10,4,1,0,0,E1,2627
E1,22/08/2026,15:00,Derby,Cardiff,2,2,D,1,2,A,R Ricardo,15,16,7,7,7,7,5,1,0,0,E1,2627
E1,22/08/2026,15:00,Preston,Wolves,1,3,A,0,1,A,E Bell,13,16,2,5,5,4,4,1,0,0,E1,2627
E1,22/08/2026,15:00,QPR,Bolton,0,0,D,0,0,D,E Duckworth,18,2,10,0,9,2,1,2,0,0,E1,2627
E1,22/08/2026,15:00,Southampton,Stoke,3,1,H,1,1,D,S Martin,18,15,5,2,4,2,3,5,0,1,E1,2627
E1,22/08/2026,15:00,Swansea,Sheffield United,0,0,D,0,0,D,T Nield,9,12,1,2,6,3,2,2,0,0,E1,2627
E1,22/08/2026,15:00,West Ham,Charlton,1,2,A,0,1,A,A Kitchen,25,7,9,5,7,4,2,3,0,0,E1,2627
E1,22/08/2026,15:00,Wrexham,Watford,1,1,D,1,1,D,J Busby,12,10,2,6,10,3,2,0,0,0,E1,2627
E1,23/08/2026,12:00,West Brom,Burnley,3,1,H,1,1,D,A Backhouse,11,11,7,3,3,5,1,2,0,0,E1,2627
