Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HxG,AxG,League,Season
SC0,06/01/2026,20:00,Rangers,Aberdeen,2,0,H,2,0,H,N Walsh,22,9,8,3,7,4,0,2,0,0,,,SC0,2526
SC0,10/01/2026,15:00,Celtic,Dundee United,4,0,H,2,0,H,N Walsh,22,3,8,0,12,3,1,0,0,0,,,SC0,2526
SC0,10/01/2026,15:00,Hibernian,Motherwell,1,1,D,0,0,D,M MacDermid,14,14,4,5,4,4,2,5,0,0,,,SC0,2526
SC0,10/01/2026,15:00,Livingston,Kilmarnock,1,1,D,1,0,H,D Robertson,12,9,5,4,7,5,4,1,0,0,,,SC0,2526
SC0,10/01/2026,15:00,St Mirren,Falkirk,0,2,A,0,0,D,S McLean,9,11,3,3,4,8,2,1,0,0,,,SC0,2526
SC0,11/01/2026,14:00,Dundee,Hearts,0,1,A,0,1,A,R Lee,17,7,5,2,6,4,2,0,0,1,,,SC0,2526
SC0,11/01/2026,16:30,Aberdeen,Rangers,0,2,A,0,1,A,D Dickinson,7,18,5,9,6,6,2,3,0,0,,,SC0,2526
SC0,14/01/2026,19:45,Falkirk,Celtic,0,1,A,0,1,A,J Beaton,11,8,6,2,3,4,0,1,0,0,,,SC0,2526
SC0,14/01/2026,19:45,Hearts,St Mirren,2,0,H,0,0,D,K Clancy,14,14,7,2,3,5,0,1,1,0,,,SC0,2526
SC0,20/01/2026,19:45,Livingston,St Mirren,1,1,D,0,0,D,D Nicolson,11,11,4,5,3,4,3,3,0,0,,,SC0,2526
SC0,24/01/2026,15:00,Aberdeen,Livingston,6,2,H,3,2,H,R Hardie,17,7,7,4,8,2,4,2,1,1,,,SC0,2526
SC0,24/01/2026,15:00,Falkirk,Hibernian,4,1,H,2,0,H,L Wilson,17,10,5,4,7,4,2,2,0,0,,,SC0,2526
SC0,24/01/2026,15:00,Motherwell,Kilmarnock,4,0,H,2,0,H,N Walsh,22,7,11,1,2,1,0,0,0,1,,,SC0,2526
SC0,25/01/2026,15:00,Hearts,Celtic,2,2,D,0,1,A,S McLean,16,9,8,3,2,2,3,6,0,1,,,SC0,2526
SC0,25/01/2026,15:00,Rangers,Dundee,3,0,H,0,0,D,K Clancy,19,4,8,1,7,1,1,1,0,0,,,SC0,2526
SC0,31/01/2026,15:00,Kilmarnock,Aberdeen,3,0,H,2,0,H,L Wilson,19,8,9,4,7,3,3,3,0,1,,,SC0,2526
SC0,31/01/2026,15:00,Livingston,Motherwell,0,2,A,0,2,A,S McLean,4,14,1,6,7,7,1,0,0,0,,,SC0,2526
SC0,31/01/2026,15:00,St Mirren,Dundee,0,0,D,0,0,D,N Walsh,10,11,2,2,5,6,0,0,1,0,,,SC0,2526
SC0,31/01/2026,20:00,Dundee United,Hearts,0,3,A,0,2,A,C Scott,3,22,2,12,0,6,3,1,2,0,,,SC0,2526
SC0,01/02/2026,14:00,Hibernian,Rangers,0,0,D,0,0,D,R Macleod,17,11,6,2,9,8,3,2,0,0,,,SC0,2526
SC0,01/02/2026,15:00,Celtic,Falkirk,2,0,H,1,0,H,D Dickinson,10,14,5,4,9,4,0,2,0,0,,,SC0,2526
