Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,League,Season
E2,09/08/2025,12:30,Reading,Huddersfield,0,2,A,0,0,D,M Corlett,8,12,2,6,4,10,4,2,0,0,E2,2526
E2,09/08/2025,15:00,AFC Wimbledon,Lincoln,2,0,H,1,0,H,M Russell,15,2,3,0,6,3,0,0,0,1,E2,2526
E2,09/08/2025,15:00,Barnsley,Burton,3,2,H,0,2,A,D Rock,12,7,7,3,7,4,3,1,0,0,E2,2526
E2,09/08/2025,15:00,Bolton,Plymouth,2,0,H,1,0,H,R Joyce,13,3,2,0,8,3,2,4,0,0,E2,2526
E2,09/08/2025,15:00,Exeter,Blackpool,4,1,H,2,1,H,C Brook,17,10,7,3,6,5,1,1,0,0,E2,2526
E2,09/08/2025,15:00,Leyton Orient,Wigan,2,0,H,1,0,H,N Hair,14,4,5,0,2,3,0,1,0,1,E2,2526
E2,09/08/2025,15:00,Mansfield,Doncaster,1,2,A,0,0,D,A Humphries,7,13,3,2,2,5,2,1,0,0,E2,2526
E2,09/08/2025,15:00,Northampton,Bradford,0,0,D,0,0,D,S Mather,4,14,1,2,6,3,2,5,0,0,E2,2526
E2,09/08/2025,15:00,Stevenage,Rotherham,1,0,H,1,0,H,J Durkin,12,5,2,0,5,5,3,2,0,0,E2,2526
E2,09/08/2025,15:00,Wycombe,Stockport,1,2,A,0,1,A,O Yates,14,9,6,3,8,4,3,1,0,0,E2,2526
E2,16/08/2025,12:30,Burton,Port Vale,0,0,D,0,0,D,S Oldham,13,12,3,0,9,3,4,1,0,1,E2,2526
E2,16/08/2025,12:30,Exeter,Mansfield,1,2,A,0,1,A,O Yates,5,7,4,3,3,4,2,1,0,0,E2,2526
E2,16/08/2025,15:00,Barnsley,Bolton,1,1,D,0,0,D,L Doughty,5,17,2,7,3,2,2,2,1,0,E2,2526
E2,16/08/2025,15:00,Blackpool,Huddersfield,3,2,H,3,2,H,B Bell,8,17,4,3,1,7,0,2,1,0,E2,2526
E2,16/08/2025,15:00,Bradford,Luton,2,1,H,1,0,H,E Duckworth,13,9,7,3,2,9,2,2,0,0,E2,2526
E2,16/08/2025,15:00,Cardiff,Rotherham,3,0,H,1,0,H,T Parsons,13,1,6,1,7,0,2,3,0,0,E2,2526
E2,16/08/2025,15:00,Doncaster,Wycombe,1,1,D,0,0,D,M Coy,10,8,1,3,6,3,3,2,0,0,E2,2526
E2,16/08/2025,15:00,Leyton Orient,Stockport,2,2,D,0,2,A,R Ricardo,13,8,2,4,6,4,2,2,0,0,E2,2526
E2,16/08/2025,15:00,Lincoln,Plymouth,3,2,H,1,0,H,C Brook,14,15,8,4,4,6,6,3,0,1,E2,2526
E2,16/08/2025,15:00,Reading,AFC Wimbledon,1,2,A,0,1,A,J O'Connor,14,8,3,2,3,5,1,1,0,0,E2,2526
E2,16/08/2025,15:00,Stevenage,Northampton,2,0,H,0,0,D,T Reeves,9,10,3,0,2,6,2,0,0,0,E2,2526
E2,16/08/2025,15:00,Wigan,Peterboro,2,0,H,2,0,H,S Parkinson,10,15,4,2,3,10,1,2,0,0,E2,2526
E2,19/08/2025,19:45,AFC Wimbledon,Cardiff,0,1,A,0,0,D,D Rock,16,16,2,1,5,2,2,2,0,0,E2,2526
E2,19/08/2025,19:45,Huddersfield,Doncaster,2,0,H,0,0,D,L Doughty,11,12,7,3,7,6,3,3,0,0,E2,2526
E2,19/08/2025,19:45,Luton,Wigan,1,0,H,1,0,H,C Brook,13,9,4,3,8,4,1,2,0,0,E2,2526
E2,19/08/2025,19:45,Mansfield,Blackpool,2,0,H,0,0,D,B Toner,15,6,6,1,4,0,0,0,0,0,E2,2526
E2,19/08/2025,19:45,Northampton,Lincoln,0,1,A,0,1,A,O Yates,10,3,3,1,6,1,3,4,0,0,E2,2526
E2,19/08/2025,19:45,Peterboro,Barnsley,0,1,A,0,1,A,S Jackson,7,15,1,5,2,5,1,3,0,0,E2,2526
E2,19/08/2025,19:45,Plymouth,Leyton Orient,0,1,A,0,0,D,B Speedie,12,10,5,5,4,2,1,2,0,0,E2,2526
E2,19/08/2025,19:45,Port Vale,Stevenage,1,2,A,1,0,H,S Stockbridge,15,11,6,3,4,2,1,2,0,0,E2,2526
E2,19/08/2025,19:45,Stockport,Bradford,1,2,A,1,0,H,T Parsons,19,10,8,3,8,8,1,2,0,0,E2,2526
E2,19/08/2025,19:45,Wycombe,Exeter,0,1,A,0,0,D,B Atkinson,19,6,8,1,6,7,4,3,0,0,E2,2526
E2,20/08/2025,20:00,Bolton,Reading,1,1,D,0,0,D,T Reeves,21,5,4,2,3,1,0,5,0,0,E2,2526
E2,23/08/2025,12:30,Luton,Cardiff,0,1,A,0,0,D,M Drysdale,23,16,7,3,5,8,2,1,0,0,E2,2526
E2,23/08/2025,12:30,Rotherham,Wigan,2,2,D,0,1,A,O Langford,12,13,5,5,4,6,1,3,0,0,E2,2526
E2,23/08/2025,15:00,AFC Wimbledon,Barnsley,2,0,H,1,0,H,O Yates,16,16,5,3,3,3,2,1,0,0,E2,2526
E2,23/08/2025,15:00,Bolton,Lincoln,1,1,D,0,1,A,J Miles,18,5,6,3,13,2,2,2,0,0,E2,2526
E2,23/08/2025,15:00,Huddersfield,Stevenage,1,0,H,0,0,D,D Drysdale,12,11,6,4,7,4,2,1,0,0,E2,2526
E2,23/08/2025,15:00,Mansfield,Leyton Orient,4,1,H,2,1,H,C Brook,18,8,5,3,7,7,2,0,0,1,E2,2526
E2,23/08/2025,15:00,Northampton,Exeter,2,0,H,2,0,H,E Duckworth,10,6,3,1,1,4,0,4,0,0,E2,2526
E2,23/08/2025,15:00,Peterboro,Bradford,1,1,D,0,0,D,J Durkin,12,15,4,4,8,6,1,1,0,0,E2,2526
E2,23/08/2025,15:00,Plymouth,Blackpool,1,0,H,0,0,D,D Rock,14,9,3,2,4,4,1,3,0,0,E2,2526
E2,23/08/2025,15:00,Port Vale,Doncaster,0,1,A,0,0,D,R Ricardo,13,6,3,1,7,6,1,2,0,0,E2,2526
E2,23/08/2025,15:00,Stockport,Burton,2,1,H,0,1,A,S Stockbridge,14,20,5,3,4,8,3,0,1,0,E2,2526
E2,23/08/2025,15:00,Wycombe,Reading,2,2,D,1,2,A,A Chilowicz,14,16,6,6,5,8,1,3,0,0,E2,2526
E2,30/08/2025,12:30,Cardiff,Plymouth,4,0,H,2,0,H,S Oldham,16,8,10,3,5,5,3,1,0,0,E2,2526
E2,30/08/2025,12:30,Doncaster,Rotherham,1,0,H,1,0,H,E Bell,13,14,3,3,2,6,3,1,0,0,E2,2526
E2,30/08/2025,15:00,Barnsley,Huddersfield,3,1,H,2,0,H,E Duckworth,7,9,5,1,3,6,1,2,0,1,E2,2526
E2,30/08/2025,15:00,Blackpool,Bolton,1,1,D,1,0,H,T Nield,6,17,1,4,0,5,1,2,0,0,E2,2526
E2,30/08/2025,15:00,Bradford,AFC Wimbledon,3,2,H,1,1,D,M Coy,16,13,6,4,7,2,0,1,0,0,E2,2526
E2,30/08/2025,15:00,Burton,Luton,0,3,A,0,2,A,P Wright,8,12,3,6,6,4,0,1,0,0,E2,2526
E2,30/08/2025,15:00,Exeter,Peterboro,3,0,H,1,0,H,M Corlett,12,6,5,1,5,5,3,2,0,0,E2,2526
E2,30/08/2025,15:00,Leyton Orient,Northampton,0,1,A,0,0,D,J Miles,6,8,4,4,6,6,5,0,0,0,E2,2526
E2,30/08/2025,15:00,Lincoln,Mansfield,1,1,D,1,0,H,A Bannister,7,14,2,4,3,11,6,2,1,0,E2,2526
E2,30/08/2025,15:00,Reading,Port Vale,1,0,H,0,0,D,T Parsons,11,14,5,3,2,6,2,2,0,0,E2,2526
E2,30/08/2025,15:00,Stevenage,Wycombe,1,0,H,1,0,H,S Mather,9,10,5,0,5,2,2,2,0,0,E2,2526
E2,30/08/2025,15:00,Wigan,Stockport,1,1,D,0,1,A,R Joyce,13,8,3,3,2,3,1,2,0,0,E2,2526
E2,06/09/2025,15:00,Bolton,AFC Wimbledon,3,0,H,1,0,H,D Drysdale,24,9,8,1,8,2,2,1,0,2,E2,2526
E2,06/09/2025,15:00,Doncaster,Bradford,3,1,H,3,1,H,A Chilowicz,15,7,5,1,3,7,0,2,0,0,E2,2526
E2,06/09/2025,15:00,Huddersfield,Peterboro,3,2,H,0,0,D,M Coy,11,5,5,3,1,3,1,1,0,0,E2,2526
E2,06/09/2025,15:00,Lincoln,Wigan,2,2,D,2,1,H,A Young,12,14,6,7,7,11,3,0,1,1,E2,2526
E2,06/09/2025,15:00,Plymouth,Stockport,4,2,H,2,1,H,N Hair,10,9,5,3,8,7,2,1,0,0,E2,2526
E2,06/09/2025,15:00,Port Vale,Leyton Orient,2,3,A,1,2,A,R Joyce,16,11,8,4,5,2,1,3,0,0,E2,2526
E2,06/09/2025,15:00,Rotherham,Exeter,1,0,H,1,0,H,M Woods,14,5,5,1,9,5,1,0,0,0,E2,2526
E2,06/09/2025,15:00,Wycombe,Mansfield,2,0,H,1,0,H,S Oldham,10,11,3,2,7,5,3,3,0,0,E2,2526
E2,13/09/2025,12:30,Bradford,Huddersfield,3,1,H,3,0,H,S Oldham,13,8,4,2,5,11,1,5,0,0,E2,2526
E2,13/09/2025,12:30,Northampton,Blackpool,1,0,H,0,0,D,S Stockbridge,9,15,4,4,5,5,1,1,0,0,E2,2526
E2,13/09/2025,15:00,AFC Wimbledon,Rotherham,2,1,H,0,1,A,L Swabey,10,7,5,3,5,5,2,3,0,0,E2,2526
E2,13/09/2025,15:00,Barnsley,Reading,3,2,H,1,1,D,E Bell,15,14,5,5,5,4,3,5,0,0,E2,2526
E2,13/09/2025,15:00,Burton,Lincoln,0,1,A,0,1,A,M Corlett,16,10,2,3,6,3,2,3,0,0,E2,2526
E2,13/09/2025,15:00,Exeter,Port Vale,0,2,A,0,2,A,M Russell,11,5,4,2,8,2,1,2,0,0,E2,2526
E2,13/09/2025,15:00,Leyton Orient,Bolton,1,1,D,0,0,D,D Rock,6,11,1,4,3,8,3,2,0,0,E2,2526
E2,13/09/2025,15:00,Luton,Plymouth,2,3,A,1,2,A,O Yates,22,6,7,3,16,3,2,3,0,1,E2,2526
E2,13/09/2025,15:00,Mansfield,Stevenage,1,1,D,0,0,D,M Woods,7,9,2,4,3,9,2,4,0,0,E2,2526
E2,13/09/2025,15:00,Peterboro,Wycombe,2,1,H,2,0,H,J Miles,16,12,6,5,3,3,3,1,0,0,E2,2526
E2,13/09/2025,15:00,Stockport,Cardiff,1,1,D,1,0,H,S Mather,14,4,3,2,7,2,0,1,0,0,E2,2526
E2,13/09/2025,15:00,Wigan,Doncaster,3,0,H,2,0,H,C Hicks,13,9,8,3,10,10,2,1,0,0,E2,2526
E2,20/09/2025,12:30,Blackpool,Barnsley,1,0,H,0,0,D,M Coy,10,10,3,1,7,3,2,1,0,0,E2,2526
E2,20/09/2025,12:30,Bolton,Wigan,4,1,H,3,0,H,B Speedie,13,9,7,1,4,16,0,1,0,0,E2,2526
E2,20/09/2025,12:30,Lincoln,Luton,3,1,H,1,0,H,S Stockbridge,15,13,6,2,2,7,1,5,0,0,E2,2526
E2,20/09/2025,15:00,Cardiff,Bradford,1,3,A,0,2,A,M Woods,15,16,5,6,4,7,4,4,0,0,E2,2526
E2,20/09/2025,15:00,Doncaster,AFC Wimbledon,1,2,A,0,0,D,P Wright,12,9,1,4,2,6,1,2,0,0,E2,2526
E2,20/09/2025,15:00,Huddersfield,Burton,0,0,D,0,0,D,A Humphries,13,9,4,3,15,5,0,1,0,0,E2,2526
E2,20/09/2025,15:00,Plymouth,Peterboro,0,1,A,0,1,A,J Linington,19,8,4,4,7,1,3,2,0,0,E2,2526
E2,20/09/2025,15:00,Port Vale,Mansfield,2,1,H,0,0,D,A Chilowicz,19,2,8,1,7,0,2,1,0,1,E2,2526
E2,20/09/2025,15:00,Reading,Leyton Orient,2,1,H,1,0,H,O Yates,12,17,6,6,2,6,5,3,0,0,E2,2526
E2,20/09/2025,15:00,Rotherham,Stockport,0,1,A,0,0,D,D Rock,7,11,1,5,1,4,3,2,0,0,E2,2526
E2,20/09/2025,15:00,Stevenage,Exeter,2,1,H,1,1,D,C Hicks,17,12,5,6,6,3,1,1,0,0,E2,2526
E2,20/09/2025,15:00,Wycombe,Northampton,2,0,H,1,0,H,A Madley,20,7,6,1,6,3,1,1,0,0,E2,2526
E2,27/09/2025,12:30,AFC Wimbledon,Wycombe,2,1,H,2,0,H,S Jackson,6,12,2,1,0,7,0,0,0,0,E2,2526
E2,27/09/2025,12:30,Leyton Orient,Stevenage,2,3,A,1,1,D,A Humphries,5,11,2,8,6,7,0,1,0,0,E2,2526
E2,27/09/2025,15:00,Barnsley,Port Vale,0,2,A,0,0,D,J Linington,13,13,0,8,4,3,1,2,0,0,E2,2526
E2,27/09/2025,15:00,Bradford,Blackpool,1,0,H,0,0,D,B Atkinson,15,10,3,3,3,5,3,0,0,0,E2,2526
E2,27/09/2025,15:00,Burton,Plymouth,0,4,A,0,2,A,T Reeves,12,15,3,9,6,5,0,1,0,0,E2,2526
E2,27/09/2025,15:00,Exeter,Huddersfield,0,1,A,0,1,A,D Rock,12,22,3,1,5,8,3,1,0,0,E2,2526
E2,27/09/2025,15:00,Luton,Doncaster,1,0,H,1,0,H,T Robinson,8,9,3,1,6,3,2,1,0,0,E2,2526
E2,27/09/2025,15:00,Mansfield,Rotherham,2,1,H,0,1,A,S Mather,15,8,7,3,4,2,3,4,0,0,E2,2526
E2,27/09/2025,15:00,Northampton,Bolton,2,0,H,0,0,D,S Oldham,10,19,3,7,4,10,2,1,0,0,E2,2526
E2,27/09/2025,15:00,Peterboro,Lincoln,0,3,A,0,1,A,T Parsons,9,7,0,5,1,0,0,2,0,0,E2,2526
E2,27/09/2025,15:00,Stockport,Reading,1,1,D,1,0,H,O Mackey,16,8,5,4,5,3,1,1,0,0,E2,2526
E2,27/09/2025,15:00,Wigan,Cardiff,0,2,A,0,1,A,D Drysdale,6,15,1,5,7,5,1,1,1,0,E2,2526
E2,30/09/2025,19:45,Blackpool,Luton,2,2,D,1,0,H,M Woods,11,15,3,3,3,8,2,1,0,0,E2,2526
E2,30/09/2025,19:45,Cardiff,Burton,0,1,A,0,0,D,J Miles,20,9,8,2,8,3,2,4,0,0,E2,2526
E2,02/10/2025,20:00,Rotherham,Bradford,2,2,D,1,0,H,O Yates,13,10,5,5,5,4,4,4,0,0,E2,2526
E2,04/10/2025,12:30,Doncaster,Burton,1,1,D,1,0,H,T Parsons,15,15,3,5,5,10,1,1,0,0,E2,2526
E2,04/10/2025,12:30,Wycombe,Barnsley,2,2,D,0,1,A,R Joyce,12,8,2,4,11,4,1,2,0,0,E2,2526
E2,04/10/2025,15:00,Blackpool,AFC Wimbledon,0,2,A,0,1,A,B Speedie,3,8,2,4,1,2,3,1,0,0,E2,2526
E2,04/10/2025,15:00,Bolton,Peterboro,2,1,H,2,1,H,S Stockbridge,19,9,6,2,7,1,2,3,0,0,E2,2526
E2,04/10/2025,15:00,Cardiff,Leyton Orient,4,3,H,1,1,D,M Corlett,16,26,7,11,6,8,2,2,0,0,E2,2526
E2,04/10/2025,15:00,Huddersfield,Stockport,1,2,A,0,1,A,B Toner,16,13,5,7,10,2,2,1,0,1,E2,2526
E2,04/10/2025,15:00,Lincoln,Exeter,0,1,A,0,0,D,A Humphries,16,7,3,2,7,2,0,2,0,0,E2,2526
E2,04/10/2025,15:00,Plymouth,Wigan,1,1,D,0,0,D,B Atkinson,9,9,1,5,7,5,2,5,0,0,E2,2526
E2,04/10/2025,15:00,Port Vale,Northampton,0,0,D,0,0,D,M Woods,8,6,2,2,3,4,2,1,0,0,E2,2526
E2,04/10/2025,15:00,Reading,Mansfield,1,1,D,0,1,A,P Tierney,16,14,3,2,4,5,2,1,0,0,E2,2526
E2,04/10/2025,15:00,Stevenage,Luton,2,0,H,0,0,D,J Bell,7,9,5,3,1,5,3,1,0,0,E2,2526
E2,11/10/2025,14:00,Northampton,Rotherham,1,2,A,1,0,H,P Tierney,3,11,1,2,4,4,3,2,0,0,E2,2526
E2,11/10/2025,15:00,AFC Wimbledon,Port Vale,1,1,D,0,0,D,C Brook,6,16,4,3,5,11,2,2,0,0,E2,2526
E2,11/10/2025,15:00,Burton,Bolton,3,0,H,1,0,H,N Hair,12,18,6,7,2,5,1,2,0,0,E2,2526
E2,11/10/2025,15:00,Exeter,Reading,1,1,D,1,1,D,J Durkin,5,8,2,1,5,5,1,1,0,0,E2,2526
E2,11/10/2025,15:00,Leyton Orient,Doncaster,4,0,H,2,0,H,E Duckworth,13,16,6,5,4,5,1,1,0,0,E2,2526
E2,11/10/2025,15:00,Stockport,Blackpool,1,0,H,0,0,D,J Miles,16,9,5,2,4,4,0,2,0,0,E2,2526
E2,11/10/2025,15:00,Wigan,Wycombe,0,1,A,0,1,A,A Humphries,12,5,2,3,3,1,1,2,0,0,E2,2526
E2,16/10/2025,20:00,Huddersfield,Bolton,1,2,A,1,0,H,O Yates,7,14,2,7,6,8,1,4,0,0,E2,2526
E2,18/10/2025,12:30,Burton,Peterboro,0,1,A,0,0,D,E Bell,15,7,4,4,6,3,2,2,0,1,E2,2526
E2,18/10/2025,12:30,Lincoln,Stevenage,1,0,H,0,0,D,M Coy,18,4,5,1,1,2,1,1,0,0,E2,2526
E2,18/10/2025,15:00,Blackpool,Wycombe,1,1,D,1,0,H,N Hair,6,14,1,6,2,2,3,0,0,0,E2,2526
E2,18/10/2025,15:00,Bradford,Barnsley,2,2,D,2,1,H,A Humphries,25,9,7,4,11,11,0,1,0,0,E2,2526
E2,18/10/2025,15:00,Cardiff,Reading,2,1,H,0,1,A,L Swabey,11,26,3,10,4,10,1,0,0,0,E2,2526
E2,18/10/2025,15:00,Doncaster,Northampton,1,2,A,1,0,H,J Busby,10,13,4,5,2,7,1,1,0,0,E2,2526
E2,18/10/2025,15:00,Luton,Mansfield,0,2,A,0,1,A,R Joyce,16,10,4,4,5,1,0,0,0,0,E2,2526
E2,18/10/2025,15:00,Plymouth,AFC Wimbledon,1,2,A,1,1,D,M Corlett,9,8,4,2,10,2,0,3,0,0,E2,2526
E2,18/10/2025,15:00,Rotherham,Leyton Orient,1,0,H,0,0,D,S Oldham,4,12,2,3,2,12,3,3,0,0,E2,2526
E2,18/10/2025,15:00,Stockport,Exeter,1,0,H,1,0,H,A Bannister,12,9,5,2,4,3,1,1,0,0,E2,2526
E2,18/10/2025,15:00,Wigan,Port Vale,1,0,H,0,0,D,R Martin,10,13,4,2,4,7,1,2,1,0,E2,2526
E2,21/10/2025,20:00,Reading,Northampton,1,0,H,0,0,D,A Byrne,14,5,5,1,8,4,3,0,0,0,E2,2526
E2,23/10/2025,20:00,Exeter,Plymouth,2,0,H,1,0,H,A Chilowicz,13,9,5,2,4,4,3,2,0,0,E2,2526
E2,25/10/2025,12:30,Bolton,Cardiff,1,0,H,0,0,D,B Toner,17,4,1,0,7,3,2,1,0,0,E2,2526
E2,25/10/2025,12:30,Mansfield,Wigan,1,1,D,1,0,H,S Stockbridge,16,7,2,1,10,3,1,3,0,0,E2,2526
E2,25/10/2025,15:00,AFC Wimbledon,Burton,0,1,A,0,0,D,B Atkinson,13,10,3,2,9,2,2,3,0,0,E2,2526
E2,25/10/2025,15:00,Barnsley,Rotherham,0,1,A,0,0,D,B Speedie,19,4,5,2,11,3,4,0,0,0,E2,2526
E2,25/10/2025,15:00,Leyton Orient,Lincoln,1,0,H,0,0,D,S Parkinson,11,9,4,0,5,3,0,2,0,0,E2,2526
E2,25/10/2025,15:00,Northampton,Luton,0,1,A,0,0,D,M Corlett,11,14,5,4,6,10,2,2,0,0,E2,2526
E2,25/10/2025,15:00,Peterboro,Blackpool,1,2,A,1,1,D,S Mulhall,27,9,6,2,9,1,3,4,0,0,E2,2526
E2,25/10/2025,15:00,Reading,Doncaster,1,1,D,0,0,D,M Russell,15,13,4,7,1,6,1,1,0,0,E2,2526
E2,25/10/2025,15:00,Stevenage,Bradford,1,1,D,1,1,D,S Allison,11,4,2,2,4,1,3,3,0,0,E2,2526
E2,25/10/2025,15:00,Wycombe,Huddersfield,3,0,H,1,0,H,L Swabey,22,5,10,1,8,1,1,0,0,1,E2,2526
E2,27/10/2025,20:00,Port Vale,Stockport,0,3,A,0,3,A,E Duckworth,9,17,1,6,4,5,0,1,0,0,E2,2526
E2,28/10/2025,19:45,Bradford,Lincoln,0,0,D,0,0,D,E Bell,16,15,3,4,2,2,2,0,0,0,E2,2526
E2,28/10/2025,19:45,Mansfield,Plymouth,2,0,H,1,0,H,M Russell,12,14,4,4,7,4,1,2,0,0,E2,2526
E2,04/11/2025,19:45,Rotherham,Burton,2,2,D,0,0,D,R Joyce,11,15,3,6,5,3,0,3,0,0,E2,2526
E2,06/11/2025,20:00,Reading,Stevenage,1,0,H,1,0,H,B Speedie,11,10,4,2,4,7,3,4,0,0,E2,2526
E2,08/11/2025,12:30,Northampton,Mansfield,2,1,H,0,1,A,E Bell,11,12,4,2,5,4,1,0,0,0,E2,2526
E2,08/11/2025,12:30,Wycombe,Leyton Orient,4,1,H,3,1,H,M Woods,14,13,9,4,5,5,3,3,0,0,E2,2526
E2,08/11/2025,15:00,Blackpool,Cardiff,3,1,H,0,0,D,R Madley,19,28,9,11,5,7,2,2,0,0,E2,2526
E2,08/11/2025,15:00,Bolton,Port Vale,4,0,H,2,0,H,M Coy,15,8,10,4,7,5,1,2,0,0,E2,2526
E2,08/11/2025,15:00,Bradford,Burton,1,2,A,0,2,A,C Hicks,17,13,3,6,7,2,2,4,0,0,E2,2526
E2,08/11/2025,15:00,Doncaster,Barnsley,1,2,A,1,1,D,D Drysdale,18,10,5,4,5,8,1,3,0,0,E2,2526
E2,08/11/2025,15:00,Exeter,Wigan,1,1,D,0,1,A,S Parkinson,14,13,4,7,8,4,1,1,0,0,E2,2526
E2,08/11/2025,15:00,Huddersfield,Plymouth,3,1,H,1,0,H,S Stockbridge,20,8,9,2,11,3,2,6,0,0,E2,2526
E2,08/11/2025,15:00,Peterboro,AFC Wimbledon,5,0,H,3,0,H,S Mather,13,11,5,4,3,5,2,1,0,0,E2,2526
E2,08/11/2025,15:00,Rotherham,Lincoln,3,0,H,2,0,H,A Chilowicz,13,10,5,4,4,6,1,1,0,0,E2,2526
E2,08/11/2025,15:00,Stockport,Luton,0,3,A,0,2,A,J Smith,13,8,3,6,5,3,0,4,1,0,E2,2526
E2,15/11/2025,15:00,Burton,Blackpool,1,0,H,0,0,D,L Swabey,9,11,1,3,7,5,3,4,0,0,E2,2526
E2,15/11/2025,15:00,Leyton Orient,Exeter,2,1,H,0,1,A,R Ricardo,12,6,3,2,10,3,3,2,0,0,E2,2526
E2,15/11/2025,15:00,Lincoln,Doncaster,2,1,H,1,0,H,D Rock,7,15,3,5,3,1,2,3,0,0,E2,2526
E2,15/11/2025,15:00,Luton,Rotherham,0,0,D,0,0,D,C Hicks,12,2,3,1,3,4,1,1,0,0,E2,2526
E2,15/11/2025,15:00,Port Vale,Wycombe,0,0,D,0,0,D,J Miles,15,18,2,3,7,6,6,1,0,0,E2,2526
E2,20/11/2025,20:00,Peterboro,Stockport,3,0,H,2,0,H,M Russell,11,11,5,5,3,6,1,1,0,0,E2,2526
E2,22/11/2025,12:30,Port Vale,Plymouth,0,1,A,0,0,D,A Byrne,13,5,3,2,8,2,1,3,0,0,E2,2526
E2,22/11/2025,15:00,AFC Wimbledon,Wigan,1,2,A,0,0,D,R Eley,8,13,2,3,3,4,2,1,0,0,E2,2526
E2,22/11/2025,15:00,Barnsley,Luton,5,0,H,3,0,H,T Parsons,14,6,5,1,2,4,2,2,0,0,E2,2526
E2,22/11/2025,15:00,Bolton,Bradford,0,0,D,0,0,D,D Drysdale,19,9,3,3,4,4,3,3,0,0,E2,2526
E2,22/11/2025,15:00,Leyton Orient,Blackpool,1,1,D,1,0,H,S Allison,12,10,6,6,3,9,3,3,1,0,E2,2526
E2,22/11/2025,15:00,Mansfield,Huddersfield,1,3,A,0,3,A,C Hicks,10,20,1,11,4,4,1,1,0,0,E2,2526
E2,22/11/2025,15:00,Northampton,Cardiff,1,3,A,0,1,A,N Hair,16,10,4,4,6,2,0,2,0,0,E2,2526
E2,22/11/2025,15:00,Reading,Rotherham,1,1,D,0,1,A,A Young,11,8,6,1,4,3,2,3,0,0,E2,2526
E2,22/11/2025,15:00,Stevenage,Doncaster,0,0,D,0,0,D,E Bell,5,9,1,2,4,4,1,2,0,0,E2,2526
E2,22/11/2025,15:00,Wycombe,Lincoln,3,2,H,2,0,H,O Langford,11,12,7,4,1,7,2,1,0,0,E2,2526
E2,25/11/2025,19:45,Luton,Huddersfield,2,1,H,1,0,H,A Humphries,13,6,5,2,12,7,0,1,0,0,E2,2526
E2,25/11/2025,19:45,Peterboro,Stevenage,0,1,A,0,1,A,E Duckworth,12,7,2,3,4,3,3,2,0,0,E2,2526
E2,29/11/2025,12:30,Blackpool,Reading,0,3,A,0,1,A,T Parsons,14,15,5,6,2,5,1,0,0,0,E2,2526
E2,29/11/2025,12:30,Stockport,Barnsley,1,1,D,0,1,A,C Hicks,10,11,2,5,4,6,0,1,0,0,E2,2526
E2,29/11/2025,15:00,Bradford,Exeter,1,0,H,1,0,H,R Eley,11,19,4,4,7,7,3,2,0,0,E2,2526
E2,29/11/2025,15:00,Burton,Leyton Orient,0,4,A,0,2,A,P Howard,5,14,0,6,2,6,3,0,0,0,E2,2526
E2,29/11/2025,15:00,Cardiff,Mansfield,3,0,H,1,0,H,B Atkinson,19,7,9,1,6,4,1,1,0,0,E2,2526
